sample_id,Diet,Sex,Wave,BMI_17wk,TC_18wk
DO0561,HC/LF,Female,1,2.703601108,63.14606742
DO0562,HF/LC,Female,1,2.734414856,75.90425532
DO0563,HC/LF,Female,1,2.581369248,80.38043478
DO0564,HF/LC,Female,1,3.35,97.23404255
DO0565,HC/LF,Female,1,2.973090278,52.28723404
DO0566,HF/LC,Female,1,2.581369248,91.48351648
DO0567,HC/LF,Female,1,2.393351801,54.84375
DO0568,HF/LC,Female,1,2.449185709,69.47916667
DO0569,HC/LF,Female,1,2.367105397,51.17021277
DO0570,HF/LC,Female,1,3.02734375,104.8295455
DO0571,HC/LF,Female,1,2.667658625,48.84615385
DO0572,HF/LC,Female,1,2.53,67.36263736
DO0573,HC/LF,Female,1,2.439318923,91.81318681
DO0574,HF/LC,Female,1,2.707205331,115.4945055
DO0575,HC/LF,Female,1,2.929705215,37.02247191
DO0576,HF/LC,Female,1,2.64,113.1521739
DO0577,HC/LF,Female,1,2.784065188,70.28409091
DO0578,HF/LC,Female,1,2.83203125,97.65957447
DO0579,HC/LF,Female,1,2.465724307,75.65217391
DO0580,HF/LC,Female,1,2.999693909,91.81318681
DO0581,HC/LF,Female,1,2.693526483,71.64835165
DO0582,HF/LC,Female,1,2.634319034,91.14130435
DO0583,HC/LF,Female,1,2.563799622,55.10752688
DO0584,HF/LC,Female,1,2.114839319,70.54347826
DO0585,HC/LF,Female,1,2.584228958,50.16304348
DO0586,HF/LC,Female,1,2.654320988,74.38202247
DO0587,HC/LF,Female,1,2.614958449,71.37362637
DO0589,HC/LF,Female,1,2.789256198,79.29347826
DO0590,HF/LC,Female,1,2.300844028,110.6043956
DO0591,HC/LF,Female,1,2.814404432,59.36842105
DO0593,HC/LF,Female,1,2.543646664,78.63636364
DO0594,HF/LC,Female,1,2.44140625,58.46153846
DO0595,HC/LF,Female,1,2.670891806,46.04395604
DO0596,HF/LC,Female,1,2.485836513,97.08791209
DO0597,HC/LF,Female,1,2.294408888,32.7173913
DO0598,HF/LC,Female,1,2.312406059,54.05555556
DO0599,HC/LF,Female,1,2.795196089,62.11111111
DO0600,HF/LC,Female,1,2.691358025,53.05263158
DO0601,HC/LF,Female,1,2.32,63.90625
DO0602,HF/LC,Female,1,2.581369248,144.3406593
DO0603,HC/LF,Female,1,2.790123457,80.58510638
DO0604,HF/LC,Female,1,2.415660142,69.27777778
DO0605,HC/LF,Female,1,2.451394759,43.51648352
DO0606,HF/LC,Female,1,2.95382526,
DO0607,HC/LF,Female,1,3.02734375,79.3956044
DO0608,HF/LC,Female,1,2.408854167,80.10752688
DO0609,HC/LF,Female,1,2.550183058,59.83146067
DO0610,HF/LC,Female,1,2.16066482,61.73913043
DO0611,HC/LF,Male,1,3.04,77.83333333
DO0612,HF/LC,Male,1,3.450520833,80.05555556
DO0613,HC/LF,Male,1,2.983940972,62.9787234
DO0614,HF/LC,Male,1,3.498654364,112.9120879
DO0615,HC/LF,Male,1,3.103298611,97.03296703
DO0616,HF/LC,Male,1,3.244357639,91.19791667
DO0617,HC/LF,Male,1,3.05,55.93406593
DO0618,HF/LC,Male,1,2.728029988,75.32967033
DO0619,HC/LF,Male,1,3.319156805,128.4444444
DO0620,HF/LC,Male,1,3.035158827,73.95833333
DO0621,HC/LF,Male,1,3.883495146,98.26086957
DO0622,HF/LC,Male,1,3.845791309,126.5425532
DO0623,HC/LF,Male,1,3.156552237,93.65168539
DO0624,HF/LC,Male,1,3.75,158.1818182
DO0625,HC/LF,Male,1,3.157696296,72.02247191
DO0626,HF/LC,Male,1,3.987184051,130.8510638
DO0627,HC/LF,Male,1,3.145924115,100.0543478
DO0628,HF/LC,Male,1,4.133025759,108.4615385
DO0629,HC/LF,Male,1,3.095463138,95
DO0630,HF/LC,Male,1,3.76433683,65.27777778
DO0631,HC/LF,Male,1,3.373594336,64.41489362
DO0632,HF/LC,Male,1,3.851864792,150.1630435
DO0633,HC/LF,Male,1,3.795531068,137.9545455
DO0634,HF/LC,Male,1,3.787004998,100.4891304
DO0635,HC/LF,Male,1,3.142536476,84.94505495
DO0637,HC/LF,Male,1,2.825484765,61.27659574
DO0638,HF/LC,Male,1,3.148270337,103.3146067
DO0639,HC/LF,Male,1,3.854875283,89.61538462
DO0640,HF/LC,Male,1,2.936288089,106.25
DO0641,HC/LF,Male,1,3.691609977,98.48958333
DO0642,HF/LC,Male,1,3.764520919,115.2840909
DO0643,HC/LF,Male,1,3.379742799,66.4516129
DO0644,HF/LC,Male,1,3.008458285,92.23958333
DO0645,HC/LF,Male,1,3.634817728,115.1685393
DO0646,HF/LC,Male,1,2.836565097,57.39361702
DO0647,HC/LF,Male,1,3.498654364,92.41573034
DO0648,HF/LC,Male,1,3.475395898,79.94505495
DO0649,HC/LF,Male,1,3.346260388,107.688172
DO0650,HF/LC,Male,1,3.550603915,93
DO0651,HC/LF,Male,1,3.736961451,111.043956
DO0652,HF/LC,Male,1,2.907866544,117.3888889
DO0653,HC/LF,Male,1,2.936276551,72.22222222
DO0654,HF/LC,Male,1,3.342357351,65.96774194
DO0655,HC/LF,Male,1,3.327801555,100.4395604
DO0656,HF/LC,Male,1,3.02,130.2247191
DO0657,HC/LF,Male,1,3.196584756,60.05494505
DO0658,HF/LC,Male,1,2.919873246,68.44086022
DO0659,HC/LF,Male,1,3.050271017,64.45652174
DO0660,HF/LC,Male,1,4.69,113.2417582
DO0661,HC/LF,Female,2,2.68194707,73.20652174
DO0662,HF/LC,Female,2,2.371191136,84.73958333
DO0663,HC/LF,Female,2,2.489541883,116.5168539
DO0664,HF/LC,Female,2,2.469135802,96.02150538
DO0665,HC/LF,Female,2,2.543904959,50.88541667
DO0666,HF/LC,Female,2,2.508236795,61.86813187
DO0667,HC/LF,Female,2,2.987777275,71.16666667
DO0668,HF/LC,Female,2,2.729138993,61.59340659
DO0669,HC/LF,Female,2,2.49,70.43956044
DO0670,HF/LC,Female,2,2.111111111,76.48351648
DO0671,HC/LF,Female,2,2.38069933,56.31868132
DO0672,HF/LC,Female,2,3.854875283,86.44444444
DO0673,HC/LF,Female,2,2.728639149,103.3146067
DO0674,HF/LC,Female,2,2.647704937,75.63829787
DO0675,HC/LF,Female,2,2.681440443,64.14893617
DO0676,HF/LC,Female,2,2.518518519,66.02150538
DO0677,HC/LF,Female,2,2.489951965,80.76923077
DO0678,HF/LC,Female,2,2.975874163,114.4382022
DO0679,HC/LF,Female,2,2.456790123,80.61111111
DO0680,HF/LC,Female,2,2.444545043,121.5934066
DO0681,HC/LF,Female,2,2.373437697,93.94444444
DO0682,HF/LC,Female,2,2.493074792,85.71428571
DO0683,HC/LF,Female,2,2.75,62.30769231
DO0684,HF/LC,Female,2,2.71,58.90625
DO0685,HC/LF,Female,2,2.451150422,74.72826087
DO0686,HF/LC,Female,2,2.729206049,66.25
DO0687,HC/LF,Female,2,2.364909499,51.72222222
DO0688,HF/LC,Female,2,2.636142907,92.23404255
DO0689,HC/LF,Female,2,3.176652893,65.625
DO0690,HF/LC,Female,2,2.776465028,58.97727273
DO0691,HC/LF,Female,2,2.847633136,54.46808511
DO0692,HF/LC,Female,2,2.897238569,98.79120879
DO0693,HC/LF,Female,2,2.717617659,56.75531915
DO0694,HF/LC,Female,2,3.129418418,81.48351648
DO0695,HC/LF,Female,2,2.561432736,65.2247191
DO0696,HF/LC,Female,2,2.484809028,76.32978723
DO0697,HC/LF,Female,2,2.561377405,52.36263736
DO0698,HF/LC,Female,2,3.046905037,68.53932584
DO0699,HC/LF,Female,2,2.244456463,84.24731183
DO0700,HF/LC,Female,2,2.45,65
DO0701,HC/LF,Female,2,2.43767313,74.58333333
DO0702,HF/LC,Female,2,4.132766272,45.92391304
DO0703,HC/LF,Female,2,2.444468062,97.85714286
DO0704,HF/LC,Female,2,2.45,74.7826087
DO0705,HC/LF,Female,2,3.34,102.8651685
DO0706,HF/LC,Female,2,2.540121161,68.29545455
DO0707,HC/LF,Female,2,2.994791667,70.48913043
DO0708,HF/LC,Female,2,2.867054382,74.20212766
DO0709,HC/LF,Female,2,3.335048011,83.07692308
DO0710,HF/LC,Female,2,3.14,109.4021739
DO0711,HF/LC,Female,2,2.16813689,
DO0712,HC/LF,Male,2,3.32,66.97802198
DO0713,HF/LC,Male,2,3.79,92.95698925
DO0714,HC/LF,Male,2,2.994565846,
DO0715,HF/LC,Male,2,3.652441369,154
DO0716,HC/LF,Male,2,3.420857988,99.41489362
DO0717,HF/LC,Male,2,3.494822485,131.6145833
DO0718,HC/LF,Male,2,2.848336699,90.70652174
DO0720,HC/LF,Male,2,3.09,52.29166667
DO0721,HF/LC,Male,2,3.605769231,124.3478261
DO0722,HC/LF,Male,2,3.476286139,132.0879121
DO0723,HF/LC,Male,2,3.45,93.57142857
DO0724,HC/LF,Male,2,3.758850479,84.43820225
DO0725,HF/LC,Male,2,4.058383766,100.923913
DO0726,HC/LF,Male,2,3.705519067,113.3516484
DO0727,HF/LC,Male,2,3.071636818,63.9893617
DO0728,HC/LF,Male,2,3.657272127,109.5604396
DO0729,HF/LC,Male,2,3.587278107,120.7065217
DO0730,HC/LF,Male,2,2.821180556,61.51685393
DO0731,HF/LC,Male,2,2.811328613,131.7032967
DO0732,HC/LF,Male,2,3.138844377,140.2272727
DO0733,HF/LC,Male,2,3.904271115,90.84269663
DO0734,HC/LF,Male,2,3.473922902,72.60638298
DO0735,HF/LC,Male,2,3.534626039,87.81914894
DO0736,HC/LF,Male,2,3.306420607,84.24731183
DO0738,HC/LF,Male,2,3.01,89.34065934
DO0739,HF/LC,Male,2,3.186172428,84.88888889
DO0740,HC/LF,Male,2,3.142536476,122.8021978
DO0741,HF/LC,Male,2,3.23,115.1098901
DO0742,HC/LF,Male,2,3.176548214,73.58695652
DO0743,HF/LC,Male,2,2.918069585,123.2967033
DO0744,HC/LF,Male,2,3.247165533,106.5555556
DO0745,HF/LC,Male,2,3.665139525,85.27472527
DO0746,HC/LF,Male,2,3.132231405,90.33333333
DO0747,HF/LC,Male,2,3.285379043,98.07291667
DO0748,HC/LF,Male,2,3.381986472,76.30434783
DO0749,HF/LC,Male,2,3.365067396,100.2659574
DO0750,HC/LF,Male,2,3.902345252,73.98876404
DO0751,HF/LC,Male,2,3.114186851,80.39325843
DO0752,HC/LF,Male,2,3.402771232,105.1595745
DO0753,HF/LC,Male,2,3.64544585,90.54945055
DO0754,HC/LF,Male,2,3.02,46.25
DO0755,HF/LC,Male,2,3.18,85.72222222
DO0756,HC/LF,Male,2,2.657596372,
DO0757,HF/LC,Male,2,3.2241608,102.5568182
DO0758,HC/LF,Male,2,3.262833457,121.4285714
DO0759,HF/LC,Male,2,3.670488166,120.1052632
DO0760,HC/LF,Male,2,3.181468666,60.72222222
DO0761,HF/LC,Male,2,3.483072917,129.4318182
DO0762,HC/LF,Female,3,2.681440443,74.56989247
DO0763,HF/LC,Female,3,2.299934018,125.6666667
DO0764,HC/LF,Female,3,2.38,82.55208333
DO0765,HF/LC,Female,3,2.648199446,69.20212766
DO0766,HC/LF,Female,3,2.591670439,55.22222222
DO0767,HF/LC,Female,3,2.395061728,54.30851064
DO0769,HF/LC,Female,3,3.040506071,68.24468085
DO0770,HC/LF,Female,3,2.149584488,86.38888889
DO0771,HF/LC,Female,3,3.851606805,90.64516129
DO0772,HC/LF,Female,3,2.297689686,56.31868132
DO0773,HF/LC,Female,3,2.413045527,84.83695652
DO0774,HC/LF,Female,3,2.748942714,71.34831461
DO0775,HF/LC,Female,3,2.394193609,79.31578947
DO0776,HC/LF,Female,3,3.433922997,82.85714286
DO0777,HF/LC,Female,3,2.503401361,102.8888889
DO0778,HC/LF,Female,3,2.72,65.10989011
DO0779,HF/LC,Female,3,3,124.6703297
DO0780,HC/LF,Female,3,3.07,63.15789474
DO0781,HF/LC,Female,3,2.837708577,81.98924731
DO0782,HC/LF,Female,3,2.421910367,86.45833333
DO0783,HF/LC,Female,3,2.680121528,128.4090909
DO0784,HC/LF,Female,3,2.215100386,78.67021277
DO0785,HF/LC,Female,3,2.38,80.4787234
DO0786,HC/LF,Female,3,2.479027241,106.1702128
DO0787,HF/LC,Female,3,2.46059208,66.04166667
DO0788,HC/LF,Female,3,2.614958449,70.97826087
DO0789,HF/LC,Female,3,2.770083102,90.73033708
DO0790,HC/LF,Female,3,2.105263158,67.3655914
DO0791,HF/LC,Female,3,5.259313367,152.2222222
DO0792,HC/LF,Female,3,2.49,90.49450549
DO0793,HF/LC,Female,3,2.665556018,100.8791209
DO0794,HC/LF,Female,3,2.705515088,78.91304348
DO0795,HF/LC,Female,3,2.799479167,86.51685393
DO0796,HC/LF,Female,3,2.5390625,65.21276596
DO0797,HF/LC,Female,3,2.811909263,74.51086957
DO0798,HC/LF,Female,3,2.835538752,63.98876404
DO0799,HF/LC,Female,3,2.486980551,83.69565217
DO0800,HC/LF,Female,3,2.38177824,60.90909091
DO0801,HF/LC,Female,3,2.358024691,71.91011236
DO0802,HC/LF,Female,3,2.589894786,97.60638298
DO0803,HF/LC,Female,3,3.123698459,87.25274725
DO0804,HC/LF,Female,3,2.332361516,
DO0805,HF/LC,Female,3,2.43383994,84.83516484
DO0806,HC/LF,Female,3,3.03601108,71.92307692
DO0807,HF/LC,Female,3,2.805836139,126.5384615
DO0808,HC/LF,Female,3,2.785430058,77.06521739
DO0809,HF/LC,Female,3,3.689452241,132.9213483
DO0810,HC/LF,Female,3,2.891873346,83.56382979
DO0811,HF/LC,Female,3,2.878945543,72.1978022
DO0812,HC/LF,Male,3,3.842760514,88.11827957
DO0813,HF/LC,Male,3,3.111927354,143.2022472
DO0814,HC/LF,Male,3,3.4,123.9130435
DO0815,HF/LC,Male,3,4.14,104.0322581
DO0816,HC/LF,Male,3,2.958448753,71.59340659
DO0817,HF/LC,Male,3,4.107438017,89.67032967
DO0818,HC/LF,Male,3,3.387409448,130.1595745
DO0819,HF/LC,Male,3,3.195400132,73.62637363
DO0820,HC/LF,Male,3,2.918069585,91.81318681
DO0821,HF/LC,Male,3,3.448627691,87.94444444
DO0822,HC/LF,Male,3,2.499744924,79.01098901
DO0823,HF/LC,Male,3,4.449588477,96.79775281
DO0824,HC/LF,Male,3,3.13,101.4444444
DO0825,HF/LC,Male,3,2.776465028,78.07692308
DO0826,HC/LF,Male,3,3.326602189,112.6373626
DO0827,HF/LC,Male,3,3.458817364,113.2222222
DO0828,HC/LF,Male,3,2.723524306,74.88764045
DO0829,HF/LC,Male,3,3.48,85.57291667
DO0830,HC/LF,Male,3,3.855399408,103.8888889
DO0831,HF/LC,Male,3,3.384006664,82.89473684
DO0832,HC/LF,Male,3,3.736961451,118.5
DO0833,HF/LC,Male,3,3.32,79.375
DO0834,HC/LF,Male,3,4.344671202,102.1910112
DO0835,HF/LC,Male,3,4.400887574,89.0625
DO0836,HC/LF,Male,3,2.82,81.48351648
DO0837,HF/LC,Male,3,3.431372549,86.85393258
DO0838,HC/LF,Male,3,4.453514739,136.4285714
DO0839,HF/LC,Male,3,3.123798539,105.212766
DO0840,HC/LF,Male,3,3.61,85
DO0841,HF/LC,Male,3,2.91,106.8681319
DO0842,HC/LF,Male,3,3.213296399,56.5625
DO0843,HF/LC,Male,3,3.578947368,80.93406593
DO0844,HC/LF,Male,3,3.124667871,76.22340426
DO0845,HF/LC,Male,3,3.78,88.46153846
DO0846,HC/LF,Male,3,3.16,56.35869565
DO0847,HF/LC,Male,3,3.162942557,65.53763441
DO0848,HC/LF,Male,3,2.894627239,61.20879121
DO0849,HF/LC,Male,3,2.958448753,85.15957447
DO0850,HC/LF,Male,3,2.98923491,97.44565217
DO0851,HF/LC,Male,3,4.154195011,100.7978723
DO0852,HC/LF,Male,3,3.718820862,
DO0853,HF/LC,Male,3,3.24,50.97826087
DO0854,HC/LF,Male,3,3.029987505,100.6741573
DO0855,HF/LC,Male,3,3.323203607,
DO0856,HC/LF,Male,3,2.771231973,94.94505495
DO0857,HF/LC,Male,3,3.082155383,168.4782609
DO0858,HC/LF,Male,3,3.235946746,105.4444444
DO0859,HF/LC,Male,3,3.577139971,110.8988764
DO0860,HC/LF,Male,3,3.134110787,86.91489362
DO0861,HF/LC,Male,3,3.613561484,112.8191489
DO0862,HC/LF,Female,4,2.775227018,61.38297872
DO0863,HF/LC,Female,4,2.448729721,72.92134831
DO0864,HC/LF,Female,4,2.171745152,49.01098901
DO0865,HF/LC,Female,4,3.102040816,88.31521739
DO0866,HC/LF,Female,4,2.45,80.71428571
DO0867,HF/LC,Female,4,2.66,85.77777778
DO0868,HC/LF,Female,4,2.581369248,85
DO0869,HF/LC,Female,4,3.420857988,99.5212766
DO0870,HC/LF,Female,4,2.48199446,64.89473684
DO0871,HF/LC,Female,4,2.727478497,81.59340659
DO0872,HC/LF,Female,4,2.467179719,70.33707865
DO0873,HF/LC,Female,4,2.601775329,76.0106383
DO0874,HC/LF,Female,4,2.347092149,64.5
DO0875,HF/LC,Female,4,2.936288089,79.7311828
DO0876,HC/LF,Female,4,2.582633649,71.81818182
DO0877,HF/LC,Female,4,2.66,130.2197802
DO0878,HC/LF,Female,4,3.157894737,70
DO0879,HF/LC,Female,4,2.493074792,68.09782609
DO0880,HC/LF,Female,4,2.274784971,34.83870968
DO0881,HF/LC,Female,4,2.585034014,65.15957447
DO0882,HC/LF,Female,4,2.77,44.51086957
DO0883,HF/LC,Female,4,2.842565598,86.23595506
DO0884,HC/LF,Female,4,2.811328613,42.41758242
DO0885,HF/LC,Female,4,2.659279778,54.83146067
DO0886,HC/LF,Female,4,2.41,69.94565217
DO0887,HF/LC,Female,4,2.415512465,73.31521739
DO0888,HC/LF,Female,4,2.459833795,75.69148936
DO0889,HF/LC,Female,4,2.478134111,92.8021978
DO0890,HC/LF,Female,4,2.283950617,51.54255319
DO0891,HF/LC,Female,4,3.43,106.0989011
DO0892,HC/LF,Female,4,2.669270833,79.15730337
DO0894,HC/LF,Female,4,2.374010829,68.13186813
DO0895,HF/LC,Female,4,2.329881657,77.58241758
DO0896,HC/LF,Female,4,2.810329861,63.84615385
DO0897,HF/LC,Female,4,2.703601108,61.0989011
DO0898,HC/LF,Female,4,2.200021256,73.22580645
DO0899,HF/LC,Female,4,2.79,82
DO0900,HC/LF,Female,4,3.03,86.84782609
DO0901,HF/LC,Female,4,2.634688091,94.11111111
DO0902,HC/LF,Female,4,3.038194444,54.1011236
DO0903,HF/LC,Female,4,2.727478497,
DO0904,HC/LF,Female,4,2.269887547,43.24175824
DO0905,HF/LC,Female,4,2.535925613,89.48863636
DO0906,HC/LF,Female,4,2.537396122,52.03125
DO0907,HF/LC,Female,4,2.336496276,88.80681818
DO0908,HC/LF,Female,4,2.37,
DO0909,HF/LC,Female,4,2.712018141,68.95833333
DO0910,HC/LF,Female,4,2.504155125,87.76595745
DO0911,HF/LC,Female,4,2.401955574,69.40860215
DO0912,HC/LF,Male,4,2.716161159,76.55913978
DO0913,HF/LC,Male,4,3.77324263,109.9456522
DO0914,HC/LF,Male,4,2.905039567,127.4725275
DO0915,HF/LC,Male,4,3.835063437,96.51041667
DO0916,HC/LF,Male,4,2.967513536,90.83333333
DO0917,HF/LC,Male,4,3.704401923,131.3483146
DO0918,HC/LF,Male,4,2.936288089,79.94318182
DO0919,HF/LC,Male,4,3.285379043,100.989011
DO0920,HC/LF,Male,4,2.933361675,103.8333333
DO0921,HF/LC,Male,4,4.41723356,73.33333333
DO0922,HC/LF,Male,4,3.13,109.1011236
DO0923,HF/LC,Male,4,4.206730769,90.33707865
DO0924,HC/LF,Male,4,3.181468666,83.82978723
DO0925,HF/LC,Male,4,3.911773023,104.9450549
DO0926,HC/LF,Male,4,3.33,98.13186813
DO0927,HF/LC,Male,4,3.09,73.13186813
DO0928,HC/LF,Male,4,3.537101115,95.10989011
DO0929,HF/LC,Male,4,3.489368999,105.4736842
DO0930,HC/LF,Male,4,3.206997085,80.10638298
DO0931,HF/LC,Male,4,4.142011834,122.0454545
DO0932,HC/LF,Male,4,3.156553279,104.2134831
DO0933,HF/LC,Male,4,3.266059028,85.5
DO0934,HC/LF,Male,4,3.12345679,55.92391304
DO0935,HF/LC,Male,4,4.842975207,116.7032967
DO0936,HC/LF,Male,4,3.12,42.55434783
DO0937,HF/LC,Male,4,3.619047619,131.1827957
DO0938,HC/LF,Male,4,3.393121302,150.6666667
DO0939,HF/LC,Male,4,3.646258503,134.9444444
DO0940,HC/LF,Male,4,2.967825444,92.77173913
DO0941,HF/LC,Male,4,2.581717452,93.61702128
DO0942,HC/LF,Male,4,3.27,47.76041667
DO0943,HF/LC,Male,4,3.49,88.76344086
DO0944,HC/LF,Male,4,2.836565097,75.87912088
DO0945,HF/LC,Male,4,4.515034405,121.3586957
DO0946,HC/LF,Male,4,3.029987505,78.15217391
DO0947,HF/LC,Male,4,2.799479167,
DO0948,HC/LF,Male,4,2.910276537,73.18181818
DO0949,HF/LC,Male,4,2.601775329,
DO0950,HC/LF,Male,4,2.716161159,
DO0951,HF/LC,Male,4,3.735207101,98.29545455
DO0952,HC/LF,Male,4,3.757811866,111.6304348
DO0953,HF/LC,Male,4,3.96,135.1685393
DO0954,HC/LF,Male,4,3.69,116.7204301
DO0955,HF/LC,Male,4,3.667590028,159.1304348
DO0956,HC/LF,Male,4,2.842565598,80.95505618
DO0957,HF/LC,Male,4,3.436068305,63.9010989
DO0958,HC/LF,Male,4,3.494822485,87.8021978
DO0959,HF/LC,Male,4,3.346260388,74.5212766
DO0960,HC/LF,Male,4,2.947845805,64.25531915
DO0961,HF/LC,Male,4,3.425655977,92.1978022
DO0962,HC/LF,Female,5,2.312406059,54.16666667
DO0963,HF/LC,Female,5,2.401955574,79.23076923
DO0964,HC/LF,Female,5,2.33,59.5505618
DO0965,HF/LC,Female,5,3.159487362,91.44444444
DO0966,HC/LF,Female,5,2.407407407,52.6344086
DO0967,HF/LC,Female,5,2.557718425,81.7032967
DO0968,HC/LF,Female,5,2.224392361,75.26595745
DO0969,HF/LC,Female,5,3.11,71.11702128
DO0970,HC/LF,Female,5,2.243033877,64.28571429
DO0971,HF/LC,Female,5,2.572005527,74.79166667
DO0972,HC/LF,Female,5,2.707205331,64.83695652
DO0973,HF/LC,Female,5,2.44,101.3736264
DO0974,HC/LF,Female,5,2.493074792,38.68131868
DO0975,HF/LC,Female,5,2.43,70.83333333
DO0976,HC/LF,Female,5,2.999094613,85.71428571
DO0977,HF/LC,Female,5,2.150283554,88.77777778
DO0978,HC/LF,Female,5,2.165764265,63.40659341
DO0979,HF/LC,Female,5,2.842881944,80.2173913
DO0980,HC/LF,Female,5,2.348814964,
DO0981,HF/LC,Female,5,2.905039567,126.2222222
DO0983,HF/LC,Female,5,2.571614583,68.72340426
DO0984,HC/LF,Female,5,2.518518519,82.66666667
DO0985,HF/LC,Female,5,2.515235457,58.14606742
DO0986,HC/LF,Female,5,2.635774259,62.21590909
DO0987,HF/LC,Female,5,2.394835485,97.68817204
DO0988,HC/LF,Female,5,2.148148148,57.8021978
DO0989,HF/LC,Female,5,2.601775329,76.06741573
DO0990,HC/LF,Female,5,2.479338843,88
DO0991,HF/LC,Female,5,2.398393195,105.2777778
DO0992,HC/LF,Female,5,2.637119114,77.11956522
DO0993,HF/LC,Female,5,2.386062366,104.2045455
DO0994,HC/LF,Female,5,2.36294896,73.97849462
DO0995,HF/LC,Female,5,2.962239583,118.2967033
DO0996,HC/LF,Female,5,2.546401086,60.4494382
DO0997,HF/LC,Female,5,2.87,
DO0998,HC/LF,Female,5,2.587429112,
DO0999,HF/LC,Female,5,2.76816609,75.28089888
DO1000,HC/LF,Female,5,3.431372549,119.4021739
DO1001,HF/LC,Female,5,2.593315972,103.0107527
DO1002,HC/LF,Female,5,2.323968089,51.4673913
DO1003,HF/LC,Female,5,2.55,91.59090909
DO1005,HF/LC,Female,5,2.951388889,104.5212766
DO1006,HC/LF,Female,5,2.604767397,70.79545455
DO1008,HC/LF,Female,5,3,65.66666667
DO1009,HF/LC,Female,5,2.925864223,117.032967
DO1010,HC/LF,Female,5,2.370071208,54.5212766
DO1011,HF/LC,Female,5,3.225806452,75.76923077
DO1012,HC/LF,Male,5,2.7696793,70.97826087
DO1013,HF/LC,Male,5,2.61197837,139.5604396
DO1014,HC/LF,Male,5,3.082155383,97.35955056
DO1015,HF/LC,Male,5,3.26,93.42391304
DO1016,HC/LF,Male,5,2.61,70.92391304
DO1017,HF/LC,Male,5,3.16,97.19101124
DO1018,HC/LF,Male,5,2.958881747,63.95604396
DO1019,HF/LC,Male,5,3.33,94.27777778
DO1020,HC/LF,Male,5,2.938475666,100.3333333
DO1021,HF/LC,Male,5,4.634920635,91.95652174
DO1022,HC/LF,Male,5,2.615933413,53.27777778
DO1023,HF/LC,Male,5,3.550658096,146.4361702
DO1024,HC/LF,Male,5,2.766927083,74.12087912
DO1025,HF/LC,Male,5,3.014053254,79.19354839
DO1026,HC/LF,Male,5,3.494822485,137.6111111
DO1027,HF/LC,Male,5,3.623606305,122.5280899
DO1028,HC/LF,Male,5,2.936276551,85.61797753
DO1029,HF/LC,Male,5,3.107538477,79.19354839
DO1030,HC/LF,Male,5,3.082155383,75.31914894
DO1031,HF/LC,Male,5,3.633217993,98.70786517
DO1032,HC/LF,Male,5,3.038917753,61.17021277
DO1033,HF/LC,Male,5,2.832153269,82.47191011
DO1034,HC/LF,Male,5,3.01,81.75824176
DO1035,HF/LC,Male,5,3.558474659,132.032967
DO1036,HC/LF,Male,5,3.025732868,55.98958333
DO1037,HF/LC,Male,5,2.948678706,90.67708333
DO1038,HC/LF,Male,5,3.921568627,118.0107527
DO1039,HF/LC,Male,5,3.06,66.97802198
DO1040,HC/LF,Male,5,3.244566881,75.28409091
DO1041,HF/LC,Male,5,4.009410842,104.8333333
DO1042,HC/LF,Male,5,3.066128412,70.26041667
DO1043,HF/LC,Male,5,4.07057073,155.4395604
DO1044,HC/LF,Male,5,3.69088812,93.51648352
DO1045,HF/LC,Male,5,3.4698193,105.2272727
DO1046,HC/LF,Male,5,3.135295993,78.62637363
DO1047,HF/LC,Male,5,3.03,82.36263736
DO1048,HC/LF,Male,5,2.856851342,96.0989011
DO1049,HF/LC,Male,5,4.565551711,88.18681319
DO1050,HC/LF,Male,5,3.1,66.48351648
DO1051,HF/LC,Male,5,3.12,108.9772727
DO1052,HC/LF,Male,5,2.983940972,92.65957447
DO1053,HF/LC,Male,5,3.123698459,42.66304348
DO1054,HC/LF,Male,5,2.754820937,81.97802198
DO1055,HF/LC,Male,5,3.101724314,50.10638298
DO1056,HC/LF,Male,5,2.893424036,100.0543478
DO1057,HF/LC,Male,5,3.66,77.63736264
DO1058,HC/LF,Male,5,2.71468144,68.94444444
DO1059,HF/LC,Male,5,2.642587491,89.42105263
DO1060,HC/LF,Male,5,2.77274785,69.5505618
DO1061,HF/LC,Male,5,3.517908386,150.9340659
DO1062,HC/LF,Female,6,2.405247813,68.57142857
DO1063,HF/LC,Female,6,2.508236795,84.89361702
DO1064,HC/LF,Female,6,2.626038781,75.72222222
DO1066,HC/LF,Female,6,2.957101208,53.62637363
DO1067,HF/LC,Female,6,3.460445054,123.8461538
DO1068,HC/LF,Female,6,2.197001249,64.67032967
DO1069,HF/LC,Female,6,2.391327452,96.71875
DO1070,HC/LF,Female,6,2.498958767,57.79569892
DO1071,HF/LC,Female,6,2.603082049,91.55913978
DO1072,HC/LF,Female,6,2.470914127,62.34042553
DO1073,HF/LC,Female,6,2.684807256,97.8125
DO1074,HC/LF,Female,6,2.367105397,80.6043956
DO1076,HC/LF,Female,6,2.4,52.55208333
DO1077,HF/LC,Female,6,3.071527261,81.26373626
DO1078,HC/LF,Female,6,2.914127424,46.41304348
DO1079,HF/LC,Female,6,2.38177824,92.88043478
DO1080,HC/LF,Female,6,2.667658625,66.4516129
DO1081,HF/LC,Female,6,3.082155383,81.19791667
